# 20240820
# TI IWR6843AOPEVM
# Copper corner reflector
# Cory roof
# Range: 3 m

Azimuth,Elevation,TX1RX1,TX1RX2,TX1RX3,TX1RX4,TX2RX1,TX2RX2,TX2RX3,TX2RX4,TX3RX1,TX3RX2,TX3RX3,TX3RX4
3.583322,3.583322,(-56952-413504j),(-168181-345683j),(-240485-354595j),(-225590-326240j),(224518-291051j),(91081-356675j),(86745-338450j),(-7998-350195j),(108033-323366j),(-70353-347669j),(-66163-329391j),(-96619-334997j)
3.583322,3.583322,(-83055-411010j),(-191841-334748j),(-263843-339174j),(-247708-311180j),(212283-302643j),(71245-361024j),(72653-345103j),(-28420-346269j),(92748-330220j),(-89746-341959j),(-82620-328289j),(-114834-326477j)
3.583322,3.583322,(-332211-252450j),(-372406-123190j),(-419384-81795j),(-392920-67831j),(-32548-370368j),(-176089-320630j),(-165292-304002j),(-255604-251517j),(-144166-311140j),(-292984-206548j),(-273639-197479j),(-303440-170378j)
3.583322,3.583322,(-415688-51744j),(-385986+82819j),(-402981+140570j),(-373409+144148j),(-207155-311872j),(-309000-189682j),(-290671-185933j),(-350399-93311j),(-279768-204143j),(-357337-37409j),(-336271-37786j),(-350061+4156j)
3.583322,3.583322,(-355740+222981j),(-244435+314256j),(-219390+364477j),(-194666+354306j),(-354612-121863j),(-360496+49191j),(-340315+35238j),(-341235+148995j),(-348349+14267j),(-304502+196115j),(-287959+181185j),(-270999+227749j)
3.583322,3.583322,(-140481+397673j),(10858+398448j),(58669+419940j),(74708+403320j),(-354731+119198j),(-259163+258989j),(-241975+235716j),(-183322+335465j),(-263923+222366j),(-120680+350324j),(-115662+319203j),(-71928+350630j)
3.583322,3.583322,(75181+416116j),(208920+343051j),(260720+334592j),(266455+313732j),(-252881+273888j),(-100319+355830j),(-95187+321665j),(-1184+389707j),(-122965+325335j),(62293+366347j),(53059+334008j),(111097+346933j)
3.583322,5.379379,(230269+354906j),(326495+230647j),(372453+205656j),(367759+183404j),(-131026+351013j),(39403+367044j),(36667+333197j),(145457+365519j),(9866+348131j),(195946+315961j),(177791+289120j),(233832+280725j)
3.583322,5.379379,(301826+300433j),(366307+152391j),(409641+120598j),(398624+98091j),(-57906+373589j),(109349+350415j),(102565+320380j),(218504+328253j),(80499+340995j),(257495+269380j),(235082+246606j),(285736+224860j)
3.583322,5.379379,(275293+324537j),(350704+180214j),(397502+154102j),(386073+126280j),(-96250+367234j),(73299+355874j),(67165+329729j),(187648+337865j),(46508+348048j),(231599+285989j),(209192+269245j),(261202+244113j)
3.583322,5.379379,(408814+123732j),(394707-43715j),(418065-89530j),(391986-112254j),(113798+363485j),(256454+258841j),(238307+238817j),(343643+189645j),(229505+270110j),(351188+114119j),(324859+113241j),(353733+58103j)
3.583322,5.379379,(347194-250777j),(196142-347119j),(179800-388882j),(143038-386033j),(356808+131411j),(362857-42851j),(333857-48919j),(375212-149592j),(355207-17906j),(313108-210498j),(288196-187524j),(261604-251803j)
3.583322,5.379379,(245564-353322j),(68496-390585j),(40898-426790j),(2000-411304j),(379360+13541j),(330842-163820j),(301443-151318j),(307420-263547j),(334630-128748j),(225850-300825j),(215956-267731j),(166514-325991j)
3.583322,5.379379,(175321-394746j),(-7489-394117j),(-35248-426708j),(-75848-403050j),(375734-58693j),(292893-222578j),(269838-201693j),(251665-317146j),(308172-185520j),(166657-336418j),(170046-298972j),(104636-351984j)
3.583322,5.379379,(-71088-426260j),(-228313-316874j),(-263224-337637j),(-287542-289668j),(281121-255989j),(121621-347530j),(115767-316471j),(40934-403851j),(160583-323737j),(-43911-374754j),(-15532-341970j),(-103701-353677j)
3.583322,5.379379,(-352951-254323j),(-383123-50595j),(-425695-53660j),(-406266+3954j),(22174-383110j),(-155864-335300j),(-138911-310003j),(-248765-321874j),(-108084-349336j),(-296408-240154j),(-245955-238578j),(-326921-183215j)
3.583322,5.379379,(-408273+161245j),(-236628+305038j),(-277861+331418j),(-206728+350028j),(-312474-231330j),(-373003-53237j),(-342674-55506j),(-403976+26816j),(-356037-106750j),(-368654+117820j),(-338461+71221j),(-340662+172856j)
3.583322,5.379379,(-182678+400603j),(55907+382816j),(26758+430855j),(103992+389302j),(-392234+47117j),(-308258+216629j),(-292406+195565j),(-273649+295845j),(-337087+165680j),(-188601+341937j),(-201593+282163j),(-127724+361195j)
3.583322,7.180755,(108933+427749j),(292547+255380j),(291082+317816j),(330359+230033j),(-280809+282117j),(-110081+363667j),(-110074+336385j),(-30549+402596j),(-163716+341610j),(65705+387931j),(17386+348253j),(124784+364711j)
3.583322,7.180755,(92438+433653j),(281119+265522j),(278605+330231j),(320286+240194j),(-292660+270381j),(-123168+357430j),(-125960+331050j),(-45262+400903j),(-180635+334616j),(50384+388639j),(-385+348889j),(111524+368994j)
3.583322,7.180755,(102827+431099j),(287609+255694j),(285470+324454j),(324594+229469j),(-289139+279456j),(-114935+357645j),(-120342+333491j),(-35313+403098j),(-174254+338982j),(56399+386181j),(4624+347437j),(121371+367389j)
3.583322,7.180755,(228089+380502j),(352835+152962j),(369936+221683j),(378598+117022j),(-194026+353878j),(-4224+376618j),(-16191+354613j),(87012+395331j),(-66137+376755j),(168780+354028j),(106260+329970j),(227822+313808j)
3.583322,7.180755,(382494+221841j),(386217-41709j),(429707+15167j),(388493-88218j),(-424+405981j),(176853+334103j),(156639+319571j),(266662+305991j),(123194+363013j),(320838+232264j),(253321+237392j),(352897+166257j)
3.583322,7.180755,(432525+85373j),(350856-172436j),(409065-121569j),(334081-214430j),(130050+387777j),(273984+257303j),(251929+254791j),(349897+204719j),(231600+306479j),(378567+117508j),(315940+146137j),(387199+44872j)
3.583322,7.180755,(413268-152242j),(203560-335754j),(286495-315946j),(165785-359705j),(314012+267650j),(369240+77645j),(349268+89909j),(404674-6056j),(359373+146082j),(384010-97197j),(349818-36441j),(353731-160409j)
3.583322,7.180755,(297283-323466j),(20176-394118j),(111809-407956j),(-24793-389593j),(407109+98105j),(357745-95842j),(354280-76739j),(358783-184879j),(388842-31099j),(298892-255909j),(297118-186918j),(246188-304728j)
